'0','igdbf01','Default_Bellato_Male_Gloves_1'
'3625','ighfz45','Endurance_Intense_Missile_Launcher_Arm(C)'
'3626','ighwq43','Advanced_Strength_Intense_Alloy_Arm(C)'
'3627','ighwr43','Pain_Intense_Alloy_Arm(C)'
'3628','ighws43','Strong_Intense_Alloy_Arm(C)'
'3629','ighwt43','Solid_Intense_Alloy_Arm(C)'
'3630','ighwu43','Strength_Intense_Alloy_Arm(C)'
'3631','ighwv43','Protection_Intense_Alloy_Arm(C)'
'3632','ighww43','Vampire_Intense_Alloy_Arm(C)'
'3633','ighwx43','Guardian_Intense_Alloy_Arm(C)'
'3634','ighwy43','Sharp_Intense_Alloy_Arm(C)'
'3635','ighwz43','Endurance_Intense_Alloy_Arm(C)'
'3636','ighrq43','Advanced_Strength_Intense_Normal_Vacuum_Arm(C)'
'3637','ighrr43','Pain_Intense_Normal_Vacuum_Arm(C)'
'3638','ighrs43','Strong_Intense_Normal_Vacuum_Arm(C)'
'3639','ighrt43','Solid_Intense_Normal_Vacuum_Arm(C)'
'3640','ighru43','Strength_Intense_Normal_Vacuum_Arm(C)'
'3641','ighrv43','Protection_Intense_Normal_Vacuum_Arm(C)'
'3642','ighrw43','Vampire_Intense_Normal_Vacuum_Arm(C)'
'3643','ighrx43','Guardian_Intense_Normal_Vacuum_Arm(C)'
'3644','ighry43','Sharp_Intense_Normal_Vacuum_Arm(C)'
'3645','ighrz43','Endurance_Intense_Normal_Vacuum_Arm(C)'
'3646','ighfq43','Advanced_Strength_Intense_Normal_Missile_Launcher_Arm(C)'
'3647','ighfr43','Pain_Intense_Normal_Missile_Launcher_Arm(C)'
'3648','ighfs43','Strong_Intense_Normal_Missile_Launcher_Arm(C)'
'3649','ighft43','Solid_Intense_Normal_Missile_Launcher_Arm(C)'
'3650','ighfu43','Strength_Intense_Normal_Missile_Launcher_Arm(C)'
'3651','ighfv43','Protection_Intense_Normal_Missile_Launcher_Arm(C)'
'3652','ighfw43','Vampire_Intense_Normal_Missile_Launcher_Arm(C)'
'3653','ighfx43','Guardian_Intense_Normal_Missile_Launcher_Arm(C)'
'3654','ighfy43','Sharp_Intense_Normal_Missile_Launcher_Arm(C)'
'3655','ighfz43','Endurance_Intense_Normal_Missile_Launcher_Arm(C)'
'3656','ighwq41','Advanced_Strength_Intense_Hora_Arm(C)'
'3657','ighwr41','Pain_Intense_Hora_Arm(C)'
'3658','ighws41','Strong_Intense_Hora_Arm(C)'
'3659','ighwt41','Solid_Intense_Hora_Arm(C)'
'3660','ighwu41','Strength_Intense_Hora_Arm(C)'
'3661','ighwv41','Protection_Intense_Hora_Arm(C)'
'3662','ighww41','Vampire_Intense_Hora_Arm(C)'
'3663','ighwx41','Guardian_Intense_Hora_Arm(C)'
'3664','ighwy41','Sharp_Intense_Hora_Arm(C)'
'3665','ighwz41','Endurance_Intense_Hora_Arm(C)'
'3666','ighrq41','Advanced_Strength_Intense_Hora_Power_Piece_Arm(C)'
'3667','ighrr41','Pain_Intense_Hora_Power_Piece_Arm(C)'
'3668','ighrs41','Strong_Intense_Hora_Power_Piece_Arm(C)'
'3669','ighrt41','Solid_Intense_Hora_Power_Piece_Arm(C)'
'3670','ighru41','Strength_Intense_Hora_Power_Piece_Arm(C)'
'3671','ighrv41','Protection_Intense_Hora_Power_Piece_Arm(C)'
'3672','ighrw41','Vampire_Intense_Hora_Power_Piece_Arm(C)'
'3673','ighrx41','Guardian_Intense_Hora_Power_Piece_Arm(C)'
'3674','ighry41','Sharp_Intense_Hora_Power_Piece_Arm(C)'
'3675','ighrz41','Endurance_Intense_Hora_Power_Piece_Arm(C)'
'3676','ighfq41','Advanced_Strength_Intense_Basic_Missile_Launcher_Arm(C)'
'3677','ighfr41','Pain_Intense_Basic_Missile_Launcher_Arm(C)'
'3678','ighfs41','Strong_Intense_Basic_Missile_Launcher_Arm(C)'
'3679','ighft41','Solid_Intense_Basic_Missile_Launcher_Arm(C)'
'3680','ighfu41','Strength_Intense_Basic_Missile_Launcher_Arm(C)'
'3681','ighfv41','Protection_Intense_Basic_Missile_Launcher_Arm(C)'
'3682','ighfw41','Vampire_Intense_Basic_Missile_Launcher_Arm(C)'
'3683','ighfx41','Guardian_Intense_Basic_Missile_Launcher_Arm(C)'
'3684','ighfy41','Sharp_Intense_Basic_Missile_Launcher_Arm(C)'
'3685','ighfz41','Endurance_Intense_Basic_Missile_Launcher_Arm(C)'
'3686','ighwq39','Advanced_Strength_Intense_Silver_Arm(C)'
'3687','ighwr39','Pain_Intense_Silver_Arm(C)'
'3688','ighws39','Strong_Intense_Silver_Arm(C)'
'3689','ighwt39','Solid_Intense_Silver_Arm(C)'
'3690','ighwu39','Strength_Intense_Silver_Arm(C)'
'3691','ighwv39','Protection_Intense_Silver_Arm(C)'
'3692','ighww39','Vampire_Intense_Silver_Arm(C)'
'3693','ighwx39','Guardian_Intense_Silver_Arm(C)'
'3694','ighwy39','Sharp_Intense_Silver_Arm(C)'
'3695','ighwz39','Endurance_Intense_Silver_Arm(C)'
'3696','ighrq39','Advanced_Strength_Intense_Per_Arm(C)'
'3697','ighrr39','Pain_Intense_Per_Arm(C)'
'3698','ighrs39','Strong_Intense_Per_Arm(C)'
'3699','ighrt39','Solid_Intense_Per_Arm(C)'
'3700','ighru39','Strength_Intense_Per_Arm(C)'
'3701','ighrv39','Protection_Intense_Per_Arm(C)'
'3702','ighrw39','Vampire_Intense_Per_Arm(C)'
'3703','ighrx39','Guardian_Intense_Per_Arm(C)'
'3704','ighry39','Sharp_Intense_Per_Arm(C)'
'3705','ighrz39','Endurance_Intense_Per_Arm(C)'
'3706','ighfq39','Advanced_Strength_Intense_Bazooka_Arm(C)'
'3707','ighfr39','Pain_Intense_Bazooka_Arm(C)'
'3708','ighfs39','Strong_Intense_Bazooka_Arm(C)'
'3709','ighft39','Solid_Intense_Bazooka_Arm(C)'
'3710','ighfu39','Strength_Intense_Bazooka_Arm(C)'
'3711','ighfv39','Protection_Intense_Bazooka_Arm(C)'
'3712','ighfw39','Vampire_Intense_Bazooka_Arm(C)'
'3713','ighfx39','Guardian_Intense_Bazooka_Arm(C)'
'3714','ighfy39','Sharp_Intense_Bazooka_Arm(C)'
'3715','ighfz39','Endurance_Intense_Bazooka_Arm(C)'
'3716','igtwq50','Advanced_Strength_Intense_Bone_Gauntlet(C)'
'3717','igtwr50','Pain_Intense_Bone_Gauntlet(C)'
'3718','igtws50','Strong_Intense_Bone_Gauntlet(C)'
'3719','igtwt50','Solid_Intense_Bone_Gauntlet(C)'
'3720','igtwu50','Strength_Intense_Bone_Gauntlet(C)'
'3721','igtwv50','Protection_Intense_Bone_Gauntlet(C)'
'3722','igtww50','Vampire_Intense_Bone_Gauntlet(C)'
'3723','igtwx50','Guardian_Intense_Bone_Gauntlet(C)'
'3724','igtwy50','Sharp_Intense_Bone_Gauntlet(C)'
'3725','igtwz50','Endurance_Intense_Bone_Gauntlet(C)'
'3726','igtrq50','Advanced_Strength_Intense_Azl_Raiment_Armlet(C)'
'3727','igtrr50','Pain_Intense_Azl_Raiment_Armlet(C)'
'3728','igtrs50','Strong_Intense_Azl_Raiment_Armlet(C)'
'3729','igtrt50','Solid_Intense_Azl_Raiment_Armlet(C)'
'3730','igtru50','Strength_Intense_Azl_Raiment_Armlet(C)'
'3731','igtrv50','Protection_Intense_Azl_Raiment_Armlet(C)'
'3732','igtrw50','Vampire_Intense_Azl_Raiment_Armlet(C)'
'3733','igtrx50','Guardian_Intense_Azl_Raiment_Armlet(C)'
'3734','igtry50','Sharp_Intense_Azl_Raiment_Armlet(C)'
'3735','igtrz50','Endurance_Intense_Azl_Raiment_Armlet(C)'
'3736','igtfq50','Advanced_Strength_Intense_Dru_Glove(C)'
'3737','igtfr50','Pain_Intense_Dru_Glove(C)'
'3738','igtfs50','Strong_Intense_Dru_Glove(C)'
'3739','igtft50','Solid_Intense_Dru_Glove(C)'
'3740','igtfu50','Strength_Intense_Dru_Glove(C)'
'3741','igtfv50','Protection_Intense_Dru_Glove(C)'
'3742','igtfw50','Vampire_Intense_Dru_Glove(C)'
'3743','igtfx50','Guardian_Intense_Dru_Glove(C)'
'3744','igtfy50','Sharp_Intense_Dru_Glove(C)'
'3745','igtfz50','Endurance_Intense_Dru_Glove(C)'
'3746','igtwq47','Advanced_Strength_Intense_JMHora_Gauntlet(C)'
'3747','igtwr47','Pain_Intense_JMHora_Gauntlet(C)'
'3748','igtws47','Strong_Intense_JMHora_Gauntlet(C)'
'3749','igtwt47','Solid_Intense_JMHora_Gauntlet(C)'
'3750','igtwu47','Strength_Intense_JMHora_Gauntlet(C)'
'3751','igtwv47','Protection_Intense_JMHora_Gauntlet(C)'
'3752','igtww47','Vampire_Intense_JMHora_Gauntlet(C)'
'3753','igtwx47','Guardian_Intense_JMHora_Gauntlet(C)'
'3754','igtwy47','Sharp_Intense_JMHora_Gauntlet(C)'
'3755','igtwz47','Endurance_Intense_JMHora_Gauntlet(C)'
'3756','igtrq47','Advanced_Strength_Intense_Ranger_Armlet(C)'
'3757','igtrr47','Pain_Intense_Ranger_Armlet(C)'
'3758','igtrs47','Strong_Intense_Ranger_Armlet(C)'
'3759','igtrt47','Solid_Intense_Ranger_Armlet(C)'
'3760','igtru47','Strength_Intense_Ranger_Armlet(C)'
'3761','igtrv47','Protection_Intense_Ranger_Armlet(C)'
'3762','igtrw47','Vampire_Intense_Ranger_Armlet(C)'
'3763','igtrx47','Guardian_Intense_Ranger_Armlet(C)'
'3764','igtry47','Sharp_Intense_Ranger_Armlet(C)'
'3765','igtrz47','Endurance_Intense_Ranger_Armlet(C)'
'3766','igtfq47','Advanced_Strength_Intense_Decem_Glove(C)'
'3767','igtfr47','Pain_Intense_Decem_Glove(C)'
'3768','igtfs47','Strong_Intense_Decem_Glove(C)'
'3769','igtft47','Solid_Intense_Decem_Glove(C)'
'3770','igtfu47','Strength_Intense_Decem_Glove(C)'
'3771','igtfv47','Protection_Intense_Decem_Glove(C)'
'3772','igtfw47','Vampire_Intense_Decem_Glove(C)'
'3773','igtfx47','Guardian_Intense_Decem_Glove(C)'
'3774','igtfy47','Sharp_Intense_Decem_Glove(C)'
'3775','igtfz47','Endurance_Intense_Decem_Glove(C)'
'3776','igtwq45','Advanced_Strength_Intense_Large_Rogue_Gauntlet(C)'
'3777','igtwr45','Pain_Intense_Large_Rogue_Gauntlet(C)'
'3778','igtws45','Strong_Intense_Large_Rogue_Gauntlet(C)'
'3779','igtwt45','Solid_Intense_Large_Rogue_Gauntlet(C)'
'3780','igtwu45','Strength_Intense_Large_Rogue_Gauntlet(C)'
'3781','igtwv45','Protection_Intense_Large_Rogue_Gauntlet(C)'
'3782','igtww45','Vampire_Intense_Large_Rogue_Gauntlet(C)'
'3783','igtwx45','Guardian_Intense_Large_Rogue_Gauntlet(C)'
'3784','igtwy45','Sharp_Intense_Large_Rogue_Gauntlet(C)'
'3785','igtwz45','Endurance_Intense_Large_Rogue_Gauntlet(C)'
'3786','igtrq45','Advanced_Strength_Intense_Top_Velocity_Armlet(C)'
'3787','igtrr45','Pain_Intense_Top_Velocity_Armlet(C)'
'3788','igtrs45','Strong_Intense_Top_Velocity_Armlet(C)'
'3789','igtrt45','Solid_Intense_Top_Velocity_Armlet(C)'
'3790','igtru45','Strength_Intense_Top_Velocity_Armlet(C)'
'3791','igtrv45','Protection_Intense_Top_Velocity_Armlet(C)'
'3792','igtrw45','Vampire_Intense_Top_Velocity_Armlet(C)'
'3793','igtrx45','Guardian_Intense_Top_Velocity_Armlet(C)'
'3794','igtry45','Sharp_Intense_Top_Velocity_Armlet(C)'
'3795','igtrz45','Endurance_Intense_Top_Velocity_Armlet(C)'
'3796','igtfq45','Advanced_Strength_Intense_Elixir_Glove(C)'
'3797','igtfr45','Pain_Intense_Elixir_Glove(C)'
'3798','igtfs45','Strong_Intense_Elixir_Glove(C)'
'3799','igtft45','Solid_Intense_Elixir_Glove(C)'
'3800','igtfu45','Strength_Intense_Elixir_Glove(C)'
'3801','igtfv45','Protection_Intense_Elixir_Glove(C)'
'3802','igtfw45','Vampire_Intense_Elixir_Glove(C)'
'3803','igtfx45','Guardian_Intense_Elixir_Glove(C)'
'3804','igtfy45','Sharp_Intense_Elixir_Glove(C)'
'3805','igtfz45','Endurance_Intense_Elixir_Glove(C)'
'3806','igtwq43','Advanced_Strength_Intense_Rogue_Gauntlet(C)'
'3807','igtwr43','Pain_Intense_Rogue_Gauntlet(C)'
'3808','igtws43','Strong_Intense_Rogue_Gauntlet(C)'
'3809','igtwt43','Solid_Intense_Rogue_Gauntlet(C)'
'3810','igtwu43','Strength_Intense_Rogue_Gauntlet(C)'
'3811','igtwv43','Protection_Intense_Rogue_Gauntlet(C)'
'3812','igtww43','Vampire_Intense_Rogue_Gauntlet(C)'
'3813','igtwx43','Guardian_Intense_Rogue_Gauntlet(C)'
'3814','igtwy43','Sharp_Intense_Rogue_Gauntlet(C)'
'3815','igtwz43','Endurance_Intense_Rogue_Gauntlet(C)'
'3816','igtrq43','Advanced_Strength_Intense_Velocity_Armlet(C)'
'3817','igtrr43','Pain_Intense_Velocity_Armlet(C)'
'3818','igtrs43','Strong_Intense_Velocity_Armlet(C)'
'3819','igtrt43','Solid_Intense_Velocity_Armlet(C)'
'3820','igtru43','Strength_Intense_Velocity_Armlet(C)'
'3821','igtrv43','Protection_Intense_Velocity_Armlet(C)'
'3822','igtrw43','Vampire_Intense_Velocity_Armlet(C)'
'3823','igtrx43','Guardian_Intense_Velocity_Armlet(C)'
'3824','igtry43','Sharp_Intense_Velocity_Armlet(C)'
'3825','igtrz43','Endurance_Intense_Velocity_Armlet(C)'
'3826','igtfq43','Advanced_Strength_Intense_Sharmans_Glove(C)'
'3827','igtfr43','Pain_Intense_Sharmans_Glove(C)'
'3828','igtfs43','Strong_Intense_Sharmans_Glove(C)'
'3829','igtft43','Solid_Intense_Sharmans_Glove(C)'
'3830','igtfu43','Strength_Intense_Sharmans_Glove(C)'
'3831','igtfv43','Protection_Intense_Sharmans_Glove(C)'
'3832','igtfw43','Vampire_Intense_Sharmans_Glove(C)'
'3833','igtfx43','Guardian_Intense_Sharmans_Glove(C)'
'3834','igtfy43','Sharp_Intense_Sharmans_Glove(C)'
'3835','igtfz43','Endurance_Intense_Sharmans_Glove(C)'
'3836','igtwq41','Advanced_Strength_Intense_Odinz_Gauntlet(C)'
'3837','igtwr41','Pain_Intense_Odinz_Gauntlet(C)'
'3838','igtws41','Strong_Intense_Odinz_Gauntlet(C)'
'3839','igtwt41','Solid_Intense_Odinz_Gauntlet(C)'
'3840','igtwu41','Strength_Intense_Odinz_Gauntlet(C)'
'3841','igtwv41','Protection_Intense_Odinz_Gauntlet(C)'
'3842','igtww41','Vampire_Intense_Odinz_Gauntlet(C)'
'3843','igtwx41','Guardian_Intense_Odinz_Gauntlet(C)'
'3844','igtwy41','Sharp_Intense_Odinz_Gauntlet(C)'
'3845','igtwz41','Endurance_Intense_Odinz_Gauntlet(C)'
'3846','igtrq41','Advanced_Strength_Intense_Glow_Armlet(C)'
'3847','igtrr41','Pain_Intense_Glow_Armlet(C)'
'3848','igtrs41','Strong_Intense_Glow_Armlet(C)'
'3849','igtrt41','Solid_Intense_Glow_Armlet(C)'
'3850','igtru41','Strength_Intense_Glow_Armlet(C)'
'3851','igtrv41','Protection_Intense_Glow_Armlet(C)'
'3852','igtrw41','Vampire_Intense_Glow_Armlet(C)'
'3853','igtrx41','Guardian_Intense_Glow_Armlet(C)'
'3854','igtry41','Sharp_Intense_Glow_Armlet(C)'
'3855','igtrz41','Endurance_Intense_Glow_Armlet(C)'
'3856','igtfq41','Advanced_Strength_Intense_Itaco_Glove(C)'
'3857','igtfr41','Pain_Intense_Itaco_Glove(C)'
'3858','igtfs41','Strong_Intense_Itaco_Glove(C)'
'3859','igtft41','Solid_Intense_Itaco_Glove(C)'
'3860','igtfu41','Strength_Intense_Itaco_Glove(C)'
'3861','igtfv41','Protection_Intense_Itaco_Glove(C)'
'3862','igtfw41','Vampire_Intense_Itaco_Glove(C)'
'3863','igtfx41','Guardian_Intense_Itaco_Glove(C)'
'3864','igtfy41','Sharp_Intense_Itaco_Glove(C)'
'3865','igtfz41','Endurance_Intense_Itaco_Glove(C)'
'3866','igtwq39','Advanced_Strength_Intense_Odinz_Ra_Armlet(C)'
'3867','igtwr39','Pain_Intense_Odinz_Ra_Armlet(C)'
'3868','igtws39','Strong_Intense_Odinz_Ra_Armlet(C)'
'3869','igtwt39','Solid_Intense_Odinz_Ra_Armlet(C)'
'3870','igtwu39','Strength_Intense_Odinz_Ra_Armlet(C)'
'3871','igtwv39','Protection_Intense_Odinz_Ra_Armlet(C)'
'3872','igtww39','Vampire_Intense_Odinz_Ra_Armlet(C)'
'3873','igtwx39','Guardian_Intense_Odinz_Ra_Armlet(C)'
'3874','igtwy39','Sharp_Intense_Odinz_Ra_Armlet(C)'
'3875','igtwz39','Endurance_Intense_Odinz_Ra_Armlet(C)'
'3876','igtrq39','Advanced_Strength_Intense_Limited_Glow_Bracelet(C)'
'3877','igtrr39','Pain_Intense_Limited_Glow_Bracelet(C)'
'3878','igtrs39','Strong_Intense_Limited_Glow_Bracelet(C)'
'3879','igtrt39','Solid_Intense_Limited_Glow_Bracelet(C)'
'3880','igtru39','Strength_Intense_Limited_Glow_Bracelet(C)'
'3881','igtrv39','Protection_Intense_Limited_Glow_Bracelet(C)'
'3882','igtrw39','Vampire_Intense_Limited_Glow_Bracelet(C)'
'3883','igtrx39','Guardian_Intense_Limited_Glow_Bracelet(C)'
'3884','igtry39','Sharp_Intense_Limited_Glow_Bracelet(C)'
'3885','igtrz39','Endurance_Intense_Limited_Glow_Bracelet(C)'
'3886','igtfq39','Advanced_Strength_Intense_Force_Mitten(C)'
'3887','igtfr39','Pain_Intense_Force_Mitten(C)'
'3888','igtfs39','Strong_Intense_Force_Mitten(C)'
'3889','igtft39','Solid_Intense_Force_Mitten(C)'
'3890','igtfu39','Strength_Intense_Force_Mitten(C)'
'3891','igtfv39','Protection_Intense_Force_Mitten(C)'
'3892','igtfw39','Vampire_Intense_Force_Mitten(C)'
'3893','igtfx39','Guardian_Intense_Force_Mitten(C)'
'3894','igtfy39','Sharp_Intense_Force_Mitten(C)'
'3895','igtfz39','Endurance_Intense_Force_Mitten(C)'
'3896','ignwq50','Advanced_Strength_Intense_Golden_Gauntlet(C)'
'3897','ignwr50','Pain_Intense_Golden_Gauntlet(C)'
'3898','ignws50','Strong_Intense_Golden_Gauntlet(C)'
'3899','ignwt50','Solid_Intense_Golden_Gauntlet(C)'
'3900','ignwu50','Strength_Intense_Golden_Gauntlet(C)'
'3901','ignwv50','Protection_Intense_Golden_Gauntlet(C)'
'3902','ignww50','Vampire_Intense_Golden_Gauntlet(C)'
'3903','ignwx50','Guardian_Intense_Golden_Gauntlet(C)'
'3904','ignwy50','Sharp_Intense_Golden_Gauntlet(C)'
'3905','ignwz50','Endurance_Intense_Golden_Gauntlet(C)'
'3906','ignrq50','Advanced_Strength_Intense_Please_Armlet(C)'
'3907','ignrr50','Pain_Intense_Please_Armlet(C)'
'3908','ignrs50','Strong_Intense_Please_Armlet(C)'
'3909','ignrt50','Solid_Intense_Please_Armlet(C)'
'3910','ignru50','Strength_Intense_Please_Armlet(C)'
'3911','ignrv50','Protection_Intense_Please_Armlet(C)'
'3912','ignrw50','Vampire_Intense_Please_Armlet(C)'
'3913','ignrx50','Guardian_Intense_Please_Armlet(C)'
'3914','ignry50','Sharp_Intense_Please_Armlet(C)'
'3915','ignrz50','Endurance_Intense_Please_Armlet(C)'
'3916','ignfq50','Advanced_Strength_Intense_Noble_Hora_Glove(C)'
'3917','ignfr50','Pain_Intense_Noble_Hora_Glove(C)'
'3918','ignfs50','Strong_Intense_Noble_Hora_Glove(C)'
'3919','ignft50','Solid_Intense_Noble_Hora_Glove(C)'
'3920','ignfu50','Strength_Intense_Noble_Hora_Glove(C)'
'3921','ignfv50','Protection_Intense_Noble_Hora_Glove(C)'
'3922','ignfw50','Vampire_Intense_Noble_Hora_Glove(C)'
'3923','ignfx50','Guardian_Intense_Noble_Hora_Glove(C)'
'3924','ignfy50','Sharp_Intense_Noble_Hora_Glove(C)'
'3925','ignfz50','Endurance_Intense_Noble_Hora_Glove(C)'
'3926','ignwq47','Advanced_Strength_Intense_Berserker_Gauntlet(C)'
'3927','ignwr47','Pain_Intense_Berserker_Gauntlet(C)'
'3928','ignws47','Strong_Intense_Berserker_Gauntlet(C)'
'3929','ignwt47','Solid_Intense_Berserker_Gauntlet(C)'
'3930','ignwu47','Strength_Intense_Berserker_Gauntlet(C)'
'3931','ignwv47','Protection_Intense_Berserker_Gauntlet(C)'
'3932','ignww47','Vampire_Intense_Berserker_Gauntlet(C)'
'3933','ignwx47','Guardian_Intense_Berserker_Gauntlet(C)'
'3934','ignwy47','Sharp_Intense_Berserker_Gauntlet(C)'
'3935','ignwz47','Endurance_Intense_Berserker_Gauntlet(C)'
'3936','ignrq47','Advanced_Strength_Intense_Small_Hora_Armlet(C)'
'3937','ignrr47','Pain_Intense_Small_Hora_Armlet(C)'
'3938','ignrs47','Strong_Intense_Small_Hora_Armlet(C)'
'3939','ignrt47','Solid_Intense_Small_Hora_Armlet(C)'
'3940','ignru47','Strength_Intense_Small_Hora_Armlet(C)'
'3941','ignrv47','Protection_Intense_Small_Hora_Armlet(C)'
'3942','ignrw47','Vampire_Intense_Small_Hora_Armlet(C)'
'3943','ignrx47','Guardian_Intense_Small_Hora_Armlet(C)'
'3944','ignry47','Sharp_Intense_Small_Hora_Armlet(C)'
'3945','ignrz47','Endurance_Intense_Small_Hora_Armlet(C)'
'3946','ignfq47','Advanced_Strength_Intense_Noble_Glove(C)'
'3947','ignfr47','Pain_Intense_Noble_Glove(C)'
'3948','ignfs47','Strong_Intense_Noble_Glove(C)'
'3949','ignft47','Solid_Intense_Noble_Glove(C)'
'3950','ignfu47','Strength_Intense_Noble_Glove(C)'
'3951','ignfv47','Protection_Intense_Noble_Glove(C)'
'3952','ignfw47','Vampire_Intense_Noble_Glove(C)'
'3953','ignfx47','Guardian_Intense_Noble_Glove(C)'
'3954','ignfy47','Sharp_Intense_Noble_Glove(C)'
'3955','ignfz47','Endurance_Intense_Baal_Glove(C)'
'3956','ignwq45','Advanced_Strength_Intense_Magnetic_Gauntlet(C)'
'3957','ignwr45','Pain_Intense_Magnetic_Gauntlet(C)'
'3958','ignws45','Strong_Intense_Magnetic_Gauntlet(C)'
'3959','ignwt45','Solid_Intense_Magnetic_Gauntlet(C)'
'3960','ignwu45','Strength_Intense_Magnetic_Gauntlet(C)'
'3961','ignwv45','Protection_Intense_Magnetic_Gauntlet(C)'
'3962','ignww45','Vampire_Intense_Magnetic_Gauntlet(C)'
'3963','ignwx45','Guardian_Intense_Magnetic_Gauntlet(C)'
'3964','ignwy45','Sharp_Intense_Magnetic_Gauntlet(C)'
'3965','ignwz45','Endurance_Intense_Magnetic_Gauntlet(C)'
'3966','ignrq45','Advanced_Strength_Intense_Dragon_Feather_Armlet(C)'
'3967','ignrr45','Pain_Intense_Dragon_Feather_Armlet(C)'
'3968','ignrs45','Strong_Intense_Dragon_Feather_Armlet(C)'
'3969','ignrt45','Solid_Intense_Dragon_Feather_Armlet(C)'
'3970','ignru45','Strength_Intense_Dragon_Feather_Armlet(C)'
'3971','ignrv45','Protection_Intense_Dragon_Feather_Armlet(C)'
'3972','ignrw45','Vampire_Intense_Dragon_Feather_Armlet(C)'
'3973','ignrx45','Guardian_Intense_Dragon_Feather_Armlet(C)'
'3974','ignry45','Sharp_Intense_Dragon_Feather_Armlet(C)'
'3975','ignrz45','Endurance_Intense_Dragon_Feather_Armlet(C)'
'3976','ignfq45','Advanced_Strength_Intense_Baal_Glove(C)'
'3977','ignfr45','Pain_Intense_Baal_Glove(C)'
'3978','ignfs45','Strong_Intense_Baal_Glove(C)'
'3979','ignft45','Solid_Intense_Baal_Glove(C)'
'3980','ignfu45','Strength_Intense_Baal_Glove(C)'
'3981','ignfv45','Protection_Intense_Baal_Glove(C)'
'3982','ignfw45','Vampire_Intense_Baal_Glove(C)'
'3983','ignfx45','Guardian_Intense_Baal_Glove(C)'
'3984','ignfy45','Sharp_Intense_Baal_Glove(C)'
'3985','ignfz45','Endurance_Intense_Baal_Glove(C)'
'3986','ignwq43','Advanced_Strength_Intense_Chip_Magnetic_Gauntlet(C)'
'3987','ignwr43','Pain_Intense_Chip_Magnetic_Gauntlet(C)'
'3988','ignws43','Strong_Intense_Chip_Magnetic_Gauntlet(C)'
'3989','ignwt43','Solid_Intense_Chip_Magnetic_Gauntlet(C)'
'3990','ignwu43','Strength_Intense_Chip_Magnetic_Gauntlet(C)'
'3991','ignwv43','Protection_Intense_Chip_Magnetic_Gauntlet(C)'
'3992','ignww43','Vampire_Intense_Chip_Magnetic_Gauntlet(C)'
'3993','ignwx43','Guardian_Intense_Chip_Magnetic_Gauntlet(C)'
'3994','ignwy43','Sharp_Intense_Chip_Magnetic_Gauntlet(C)'
'3995','ignwz43','Endurance_Intense_Chip_Magnetic_Gauntlet(C)'
'3996','ignrq43','Advanced_Strength_Intense_Feather_Armlet(C)'
'3997','ignrr43','Pain_Intense_Feather_Armlet(C)'
'3998','ignrs43','Strong_Intense_Feather_Armlet(C)'
'3999','ignrt43','Solid_Intense_Feather_Armlet(C)'
'4000','ignru43','Strength_Intense_Feather_Armlet(C)'
'4001','ignrv43','Protection_Intense_Feather_Armlet(C)'
'4002','ignrw43','Vampire_Intense_Feather_Armlet(C)'
'4003','ignrx43','Guardian_Intense_Feather_Armlet(C)'
'4004','ignry43','Sharp_Intense_Feather_Armlet(C)'
'4005','ignrz43','Endurance_Intense_Feather_Armlet(C)'
'4006','ignfq43','Advanced_Strength_Intense_Simple_Baal_Glove(C)'
'4007','ignfr43','Pain_Intense_Simple_Baal_Glove(C)'
'4008','ignfs43','Strong_Intense_Simple_Baal_Glove(C)'
'4009','ignft43','Solid_Intense_Simple_Baal_Glove(C)'
'4010','ignfu43','Strength_Intense_Simple_Baal_Glove(C)'
'4011','ignfv43','Protection_Intense_Simple_Baal_Glove(C)'
'4012','ignfw43','Vampire_Intense_Simple_Baal_Glove(C)'
'4013','ignfx43','Guardian_Intense_Simple_Baal_Glove(C)'
'4014','ignfy43','Sharp_Intense_Simple_Baal_Glove(C)'
'4015','ignfz43','Endurance_Intense_Simple_Baal_Glove(C)'
'4016','ignwq41','Advanced_Strength_Intense_Double_Core_Gauntlet(C)'
'4017','ignwr41','Pain_Intense_Double_Core_Gauntlet(C)'
'4018','ignws41','Strong_Intense_Double_Core_Gauntlet(C)'
'4019','ignwt41','Solid_Intense_Double_Core_Gauntlet(C)'
