'0','ihdbf01','Default_Bellato_Male_Helmet1'
'4170','ihiwu43','Strength_Intense_Elloy_Head(C)'
'4171','ihiwv43','Protectoion_Intense_Elloy_Head(C)'
'4172','ihiww43','Vampire_Intense_Elloy_Head(C)'
'4173','ihiwx43','Guardian_Intense_Elloy_Head(C)'
'4174','ihiwy43','Sharp_Intense_Elloy_Head(C)'
'4175','ihiwz43','Endurance_Intense_Elloy_Head(C)'
'4176','ihirq43','Advanced_Strength_Intense_Normal_Vacuum_Head(C)'
'4177','ihirr43','Fine_Intense_Normal_Vacuum_Head(C)'
'4178','ihirs43','Strong_Intense_Normal_Vacuum_Head(C)'
'4179','ihirt43','Solid_Intense_Normal_Vacuum_Head(C)'
'4180','ihiru43','Strength_Intense_Normal_Vacuum_Head(C)'
'4181','ihirv43','Protectoion_Intense_Normal_Vacuum_Head(C)'
'4182','ihirw43','Vampire_Intense_Normal_Vacuum_Head(C)'
'4183','ihirx43','Guardian_Intense_Normal_Vacuum_Head(C)'
'4184','ihiry43','Sharp_Intense_Normal_Vacuum_Head(C)'
'4185','ihirz43','Endurance_Intense_Normal_Vacuum_Head(C)'
'4186','ihifq43','Advanced_Strength_Intense_Normal_Missile_Launcher_Head(C)'
'4187','ihifr43','Fine_Intense_Normal_Missile_Launcher_Head(C)'
'4188','ihifs43','Strong_Intense_Normal_Missile_Launcher_Head(C)'
'4189','ihift43','Solid_Intense_Normal_Missile_Launcher_Head(C)'
'4190','ihifu43','Strength_Intense_Normal_Missile_Launcher_Head(C)'
'4191','ihifv43','Protectoion_Intense_Normal_Missile_Launcher_Head(C)'
'4192','ihifw43','Vampire_Intense_Normal_Missile_Launcher_Head(C)'
'4193','ihifx43','Guardian_Intense_Normal_Missile_Launcher_Head(C)'
'4194','ihify43','Sharp_Intense_Normal_Missile_Launcher_Head(C)'
'4195','ihifz43','Endurance_Intense_Normal_Missile_Launcher_Head(C)'
'4196','ihiwq41','Advanced_Strength_Intense_Hora_Head(C)'
'4197','ihiwr41','Fine_Intense_Hora_Head(C)'
'4198','ihiws41','Strong_Intense_Hora_Head(C)'
'4199','ihiwt41','Solid_Intense_Hora_Head(C)'
'4200','ihiwu41','Strength_Intense_Hora_Head(C)'
'4201','ihiwv41','Protectoion_Intense_Hora_Head(C)'
'4202','ihiww41','Vampire_Intense_Hora_Head(C)'
'4203','ihiwx41','Guardian_Intense_Hora_Head(C)'
'4204','ihiwy41','Sharp_Intense_Hora_Head(C)'
'4205','ihiwz41','Endurance_Intense_Hora_Head(C)'
'4206','ihirq41','Advanced_Strength_Intense_Hora_PowerPiece_Head(C)'
'4207','ihirr41','Fine_Intense_Hora_PowerPiece_Head(C)'
'4208','ihirs41','Strong_Intense_Hora_PowerPiece_Head(C)'
'4209','ihirt41','Solid_Intense_Hora_PowerPiece_Head(C)'
'4210','ihiru41','Strength_Intense_Hora_PowerPiece_Head(C)'
'4211','ihirv41','Protectoion_Intense_Hora_PowerPiece_Head(C)'
'4212','ihirw41','Vampire_Intense_Hora_PowerPiece_Head(C)'
'4213','ihirx41','Guardian_Intense_Hora_PowerPiece_Head(C)'
'4214','ihiry41','Sharp_Intense_Hora_PowerPiece_Head(C)'
'4215','ihirz41','Endurance_Intense_Hora_PowerPiece_Head(C)'
'4216','ihifq41','Advanced_Strength_Intense_Basic_Missile_Launcher_Head(C)'
'4217','ihifr41','Fine_Intense_Basic_Missile_Launcher_Head(C)'
'4218','ihifs41','Strong_Intense_Basic_Missile_Launcher_Head(C)'
'4219','ihift41','Solid_Intense_Basic_Missile_Launcher_Head(C)'
'4220','ihifu41','Strength_Intense_Basic_Missile_Launcher_Head(C)'
'4221','ihifv41','Protectoion_Intense_Basic_Missile_Launcher_Head(C)'
'4222','ihifw41','Vampire_Intense_Basic_Missile_Launcher_Head(C)'
'4223','ihifx41','Guardian_Intense_Basic_Missile_Launcher_Head(C)'
'4224','ihify41','Sharp_Intense_Basic_Missile_Launcher_Head(C)'
'4225','ihifz41','Endurance_Intense_Basic_Missile_Launcher_Head(C)'
'4226','ihiwq39','Advanced_Strength_Intense_Silver_Head(C)'
'4227','ihiwr39','Fine_Intense_Silver_Head(C)'
'4228','ihiws39','Strong_Intense_Silver_Head(C)'
'4229','ihiwt39','Solid_Intense_Silver_Head(C)'
'4230','ihiwu39','Strength_Intense_Silver_Head(C)'
'4231','ihiwv39','Protectoion_Intense_Silver_Head(C)'
'4232','ihiww39','Vampire_Intense_Silver_Head(C)'
'4233','ihiwx39','Guardian_Intense_Silver_Head(C)'
'4234','ihiwy39','Sharp_Intense_Silver_Head(C)'
'4235','ihiwz39','Endurance_Intense_Silver_Head(C)'
'4236','ihirq39','Advanced_Strength_Intense_Fur_Head(C)'
'4237','ihirr39','Fine_Intense_Fur_Head(C)'
'4238','ihirs39','Strong_Intense_Fur_Head(C)'
'4239','ihirt39','Solid_Intense_Fur_Head(C)'
'4240','ihiru39','Strength_Intense_Fur_Head(C)'
'4241','ihirv39','Protectoion_Intense_Fur_Head(C)'
'4242','ihirw39','Vampire_Intense_Fur_Head(C)'
'4243','ihirx39','Guardian_Intense_Fur_Head(C)'
'4244','ihiry39','Sharp_Intense_Fur_Head(C)'
'4245','ihirz39','Endurance_Intense_Fur_Head(C)'
'4246','ihifq39','Advanced_Strength_Intense_Bazuka_Head(C)'
'4247','ihifr39','Fine_Intense_Bazuka_Head(C)'
'4248','ihifs39','Strong_Intense_Bazuka_Head(C)'
'4249','ihift39','Solid_Intense_Bazuka_Head(C)'
'4250','ihifu39','Strength_Intense_Bazuka_Head(C)'
'4251','ihifv39','Protectoion_Intense_Bazuka_Head(C)'
'4252','ihifw39','Vampire_Intense_Bazuka_Head(C)'
'4253','ihifx39','Guardian_Intense_Bazuka_Head(C)'
'4254','ihify39','Sharp_Intense_Bazuka_Head(C)'
'4255','ihifz39','Endurance_Intense_Bazuka_Head(C)'
'4256','ihuwq50','Advanced_Strength_Intense_Bone_FullHelm(C)'
'4257','ihuwr50','Fine_Intense_Bone_FullHelm(C)'
'4258','ihuws50','Strong_Intense_Bone_FullHelm(C)'
'4259','ihuwt50','Solid_Intense_Bone_FullHelm(C)'
'4260','ihuwu50','Strength_Intense_Bone_FullHelm(C)'
'4261','ihuwv50','Protectoion_Intense_Bone_FullHelm(C)'
'4262','ihuww50','Vampire_Intense_Bone_FullHelm(C)'
'4263','ihuwx50','Guardian_Intense_Bone_FullHelm(C)'
'4264','ihuwy50','Sharp_Intense_Bone_FullHelm(C)'
'4265','ihuwz50','Endurance_Intense_Bone_FullHelm(C)'
'4266','ihurq50','Advanced_Strength_Intense_Azzle_Rayment_HeadGear(C)'
'4267','ihurr50','Fine_Intense_Azzle_Rayment_HeadGear(C)'
'4268','ihurs50','Strong_Intense_Azzle_Rayment_HeadGear(C)'
'4269','ihurt50','Solid_Intense_Azzle_Rayment_HeadGear(C)'
'4270','ihuru50','Strength_Intense_Azzle_Rayment_HeadGear(C)'
'4271','ihurv50','Protectoion_Intense_Azzle_Rayment_HeadGear(C)'
'4272','ihurw50','Vampire_Intense_Azzle_Rayment_HeadGear(C)'
'4273','ihurx50','Guardian_Intense_Azzle_Rayment_HeadGear(C)'
'4274','ihury50','Sharp_Intense_Azzle_Rayment_HeadGear(C)'
'4275','ihurz50','Endurance_Intense_Azzle_Rayment_HeadGear(C)'
'4276','ihufq50','Advanced_Strength_Intense_Drew_Amice(C)'
'4277','ihufr50','Fine_Intense_Drew_Amice(C)'
'4278','ihufs50','Strong_Intense_Drew_Amice(C)'
'4279','ihuft50','Solid_Intense_Drew_Amice(C)'
'4280','ihufu50','Strength_Intense_Drew_Amice(C)'
'4281','ihufv50','Protectoion_Intense_Drew_Amice(C)'
'4282','ihufw50','Vampire_Intense_Drew_Amice(C)'
'4283','ihufx50','Guardian_Intense_Drew_Amice(C)'
'4284','ihufy50','Sharp_Intense_Drew_Amice(C)'
'4285','ihufz50','Endurance_Intense_Drew_Amice(C)'
'4286','ihuwq47','Advanced_Strength_Intense_JMHora_FullHelm(C)'
'4287','ihuwr47','Fine_Intense_JMHora_FullHelm(C)'
'4288','ihuws47','Strong_Intense_JMHora_FullHelm(C)'
'4289','ihuwt47','Solid_Intense_JMHora_FullHelm(C)'
'4290','ihuwu47','Strength_Intense_JMHora_FullHelm(C)'
'4291','ihuwv47','Protectoion_Intense_JMHora_FullHelm(C)'
'4292','ihuww47','Vampire_Intense_JMHora_FullHelm(C)'
'4293','ihuwx47','Guardian_Intense_JMHora_FullHelm(C)'
'4294','ihuwy47','Sharp_Intense_JMHora_FullHelm(C)'
'4295','ihuwz47','Endurance_Intense_JMHora_FullHelm(C)'
'4296','ihurq47','Advanced_Strength_Intense_Ranger_HeadGear(C)'
'4297','ihurr47','Fine_Intense_Ranger_HeadGear(C)'
'4298','ihurs47','Strong_Intense_Ranger_HeadGear(C)'
'4299','ihurt47','Solid_Intense_Ranger_HeadGear(C)'
'4300','ihuru47','Strength_Intense_Ranger_HeadGear(C)'
'4301','ihurv47','Protectoion_Intense_Ranger_HeadGear(C)'
'4302','ihurw47','Vampire_Intense_Ranger_HeadGear(C)'
'4303','ihurx47','Guardian_Intense_Ranger_HeadGear(C)'
'4304','ihury47','Sharp_Intense_Ranger_HeadGear(C)'
'4305','ihurz47','Endurance_Intense_Ranger_HeadGear(C)'
'4306','ihufq47','Advanced_Strength_Intense_Decem_Amice(C)'
'4307','ihufr47','Fine_Intense_Decem_Amice(C)'
'4308','ihufs47','Strong_Intense_Decem_Amice(C)'
'4309','ihuft47','Solid_Intense_Decem_Amice(C)'
'4310','ihufu47','Strength_Intense_Decem_Amice(C)'
'4311','ihufv47','Protectoion_Intense_Decem_Amice(C)'
'4312','ihufw47','Vampire_Intense_Decem_Amice(C)'
'4313','ihufx47','Guardian_Intense_Decem_Amice(C)'
'4314','ihufy47','Sharp_Intense_Decem_Amice(C)'
'4315','ihufz47','Endurance_Intense_Decem_Amice(C)'
'4316','ihuwq45','Advanced_Strength_Intense_Large_Rogue_FullHelm(C)'
'4317','ihuwr45','Fine_Intense_Large_Rogue_FullHelm(C)'
'4318','ihuws45','Strong_Intense_Large_Rogue_FullHelm(C)'
'4319','ihuwt45','Solid_Intense_Large_Rogue_FullHelm(C)'
'4320','ihuwu45','Strength_Intense_Large_Rogue_FullHelm(C)'
'4321','ihuwv45','Protectoion_Intense_Large_Rogue_FullHelm(C)'
'4322','ihuww45','Vampire_Intense_Large_Rogue_FullHelm(C)'
'4323','ihuwx45','Guardian_Intense_Large_Rogue_FullHelm(C)'
'4324','ihuwy45','Sharp_Intense_Large_Rogue_FullHelm(C)'
'4325','ihuwz45','Endurance_Intense_Large_Rogue_FullHelm(C)'
'4326','ihurq45','Advanced_Strength_Intense_Top_Velocity_HeadGear(C)'
'4327','ihurr45','Fine_Intense_Top_Velocity_HeadGear(C)'
'4328','ihurs45','Strong_Intense_Top_Velocity_HeadGear(C)'
'4329','ihurt45','Solid_Intense_Top_Velocity_HeadGear(C)'
'4330','ihuru45','Strength_Intense_Top_Velocity_HeadGear(C)'
'4331','ihurv45','Protectoion_Intense_Top_Velocity_HeadGear(C)'
'4332','ihurw45','Vampire_Intense_Top_Velocity_HeadGear(C)'
'4333','ihurx45','Guardian_Intense_Top_Velocity_HeadGear(C)'
'4334','ihury45','Sharp_Intense_Top_Velocity_HeadGear(C)'
'4335','ihurz45','Endurance_Intense_Top_Velocity_HeadGear(C)'
'4336','ihufq45','Advanced_Strength_Intense_Elixir_Amice(C)'
'4337','ihufr45','Fine_Intense_Elixir_Amice(C)'
'4338','ihufs45','Strong_Intense_Elixir_Amice(C)'
'4339','ihuft45','Solid_Intense_Elixir_Amice(C)'
'4340','ihufu45','Strength_Intense_Elixir_Amice(C)'
'4341','ihufv45','Protectoion_Intense_Elixir_Amice(C)'
'4342','ihufw45','Vampire_Intense_Elixir_Amice(C)'
'4343','ihufx45','Guardian_Intense_Elixir_Amice(C)'
'4344','ihufy45','Sharp_Intense_Elixir_Amice(C)'
'4345','ihufz45','Endurance_Intense_Elixir_Amice(C)'
'4346','ihuwq43','Advanced_Strength_Intense_Rogue_FullHelm(C)'
'4347','ihuwr43','Fine_Intense_Rogue_FullHelm(C)'
'4348','ihuws43','Strong_Intense_Rogue_FullHelm(C)'
'4349','ihuwt43','Solid_Intense_Rogue_FullHelm(C)'
'4350','ihuwu43','Strength_Intense_Rogue_FullHelm(C)'
'4351','ihuwv43','Protectoion_Intense_Rogue_FullHelm(C)'
'4352','ihuww43','Vampire_Intense_Rogue_FullHelm(C)'
'4353','ihuwx43','Guardian_Intense_Rogue_FullHelm(C)'
'4354','ihuwy43','Sharp_Intense_Rogue_FullHelm(C)'
'4355','ihuwz43','Endurance_Intense_Rogue_FullHelm(C)'
'4356','ihurq43','Advanced_Strength_Intense_Velocity_HeadGear(C)'
'4357','ihurr43','Fine_Intense_Velocity_HeadGear(C)'
'4358','ihurs43','Strong_Intense_Velocity_HeadGear(C)'
'4359','ihurt43','Solid_Intense_Velocity_HeadGear(C)'
'4360','ihuru43','Strength_Intense_Velocity_HeadGear(C)'
'4361','ihurv43','Protectoion_Intense_Velocity_HeadGear(C)'
'4362','ihurw43','Vampire_Intense_Velocity_HeadGear(C)'
'4363','ihurx43','Guardian_Intense_Velocity_HeadGear(C)'
'4364','ihury43','Sharp_Intense_Velocity_HeadGear(C)'
'4365','ihurz43','Endurance_Intense_Velocity_HeadGear(C)'
'4366','ihufq43','Advanced_Strength_Intense_Shamans_Amice(C)'
'4367','ihufr43','Fine_Intense_Shamans_Amice(C)'
'4368','ihufs43','Strong_Intense_Shamans_Amice(C)'
'4369','ihuft43','Solid_Intense_Shamans_Amice(C)'
'4370','ihufu43','Strength_Intense_Shamans_Amice(C)'
'4371','ihufv43','Protectoion_Intense_Shamans_Amice(C)'
'4372','ihufw43','Vampire_Intense_Shamans_Amice(C)'
'4373','ihufx43','Guardian_Intense_Shamans_Amice(C)'
'4374','ihufy43','Sharp_Intense_Shamans_Amice(C)'
'4375','ihufz43','Endurance_Intense_Shamans_Amice(C)'
'4376','ihuwq41','Advanced_Strength_Intense_Odins_FullHelm(C)'
'4377','ihuwr41','Fine_Intense_Odins_FullHelm(C)'
'4378','ihuws41','Strong_Intense_Odins_FullHelm(C)'
'4379','ihuwt41','Solid_Intense_Odins_FullHelm(C)'
'4380','ihuwu41','Strength_Intense_Odins_FullHelm(C)'
'4381','ihuwv41','Protectoion_Intense_Odins_FullHelm(C)'
'4382','ihuww41','Vampire_Intense_Odins_FullHelm(C)'
'4383','ihuwx41','Guardian_Intense_Odins_FullHelm(C)'
'4384','ihuwy41','Sharp_Intense_Odins_FullHelm(C)'
'4385','ihuwz41','Endurance_Intense_Odins_FullHelm(C)'
'4386','ihurq41','Advanced_Strength_Intense_Glow_HeadGear(C)'
'4387','ihurr41','Fine_Intense_Glow_HeadGear(C)'
'4388','ihurs41','Strong_Intense_Glow_HeadGear(C)'
'4389','ihurt41','Solid_Intense_Glow_HeadGear(C)'
'4390','ihuru41','Strength_Intense_Glow_HeadGear(C)'
'4391','ihurv41','Protectoion_Intense_Glow_HeadGear(C)'
'4392','ihurw41','Vampire_Intense_Glow_HeadGear(C)'
'4393','ihurx41','Guardian_Intense_Glow_HeadGear(C)'
'4394','ihury41','Sharp_Intense_Glow_HeadGear(C)'
'4395','ihurz41','Endurance_Intense_Glow_HeadGear(C)'
'4396','ihufq41','Advanced_Strength_Intense_Ithaco_Amice(C)'
'4397','ihufr41','Fine_Intense_Ithaco_Amice(C)'
'4398','ihufs41','Strong_Intense_Ithaco_Amice(C)'
'4399','ihuft41','Solid_Intense_Ithaco_Amice(C)'
'4400','ihufu41','Strength_Intense_Ithaco_Amice(C)'
'4401','ihufv41','Protectoion_Intense_Ithaco_Amice(C)'
'4402','ihufw41','Vampire_Intense_Ithaco_Amice(C)'
'4403','ihufx41','Guardian_Intense_Ithaco_Amice(C)'
'4404','ihufy41','Sharp_Intense_Ithaco_Amice(C)'
'4405','ihufz41','Endurance_Intense_Ithaco_Amice(C)'
'4406','ihuwq39','Advanced_Strength_Intense_Odins_La_FullHelm(C)'
'4407','ihuwr39','Fine_Intense_Odins_La_FullHelm(C)'
'4408','ihuws39','Strong_Intense_Odins_La_FullHelm(C)'
'4409','ihuwt39','Solid_Intense_Odins_La_FullHelm(C)'
'4410','ihuwu39','Strength_Intense_Odins_La_FullHelm(C)'
'4411','ihuwv39','Protectoion_Intense_Odins_La_FullHelm(C)'
'4412','ihuww39','Vampire_Intense_Odins_La_FullHelm(C)'
'4413','ihuwx39','Guardian_Intense_Odins_La_FullHelm(C)'
'4414','ihuwy39','Sharp_Intense_Odins_La_FullHelm(C)'
'4415','ihuwz39','Endurance_Intense_Odins_La_FullHelm(C)'
'4416','ihurq39','Advanced_Strength_Intense_Limit_Glow_HeadGear(C)'
'4417','ihurr39','Fine_Intense_Limit_Glow_HeadGear(C)'
'4418','ihurs39','Strong_Intense_Limit_Glow_HeadGear(C)'
'4419','ihurt39','Solid_Intense_Limit_Glow_HeadGear(C)'
'4420','ihuru39','Strength_Intense_Limit_Glow_HeadGear(C)'
'4421','ihurv39','Protectoion_Intense_Limit_Glow_HeadGear(C)'
'4422','ihurw39','Vampire_Intense_Limit_Glow_HeadGear(C)'
'4423','ihurx39','Guardian_Intense_Limit_Glow_HeadGear(C)'
'4424','ihury39','Sharp_Intense_Limit_Glow_HeadGear(C)'
'4425','ihurz39','Endurance_Intense_Limit_Glow_HeadGear(C)'
'4426','ihufq39','Advanced_Strength_Intense_Force_Amice(C)'
'4427','ihufr39','Fine_Intense_Force_Amice(C)'
'4428','ihufs39','Strong_Intense_Force_Amice(C)'
'4429','ihuft39','Solid_Intense_Force_Amice(C)'
'4430','ihufu39','Strength_Intense_Force_Amice(C)'
'4431','ihufv39','Protectoion_Intense_Force_Amice(C)'
'4432','ihufw39','Vampire_Intense_Force_Amice(C)'
'4433','ihufx39','Guardian_Intense_Force_Amice(C)'
'4434','ihufy39','Sharp_Intense_Force_Amice(C)'
'4435','ihufz39','Endurance_Intense_Force_Amice(C)'
'4436','ihowq50','Advanced_Strength_Intense_Golden_FullHelm(C)'
'4437','ihowr50','Fine_Intense_Golden_FullHelm(C)'
'4438','ihows50','Strong_Intense_Golden_FullHelm(C)'
'4439','ihowt50','Solid_Intense_Golden_FullHelm(C)'
'4440','ihowu50','Strength_Intense_Golden_FullHelm(C)'
'4441','ihowv50','Protectoion_Intense_Golden_FullHelm(C)'
'4442','ihoww50','Vampire_Intense_Golden_FullHelm(C)'
'4443','ihowx50','Guardian_Intense_Golden_FullHelm(C)'
'4444','ihowy50','Sharp_Intense_Golden_FullHelm(C)'
'4445','ihowz50','Endurance_Intense_Golden_FullHelm(C)'
'4446','ihorq50','Advanced_Strength_Intense_Fleets_HeadGear(C)'
'4447','ihorr50','Fine_Intense_Fleets_HeadGear(C)'
'4448','ihors50','Strong_Intense_Fleets_HeadGear(C)'
'4449','ihort50','Solid_Intense_Fleets_HeadGear(C)'
'4450','ihoru50','Strength_Intense_Fleets_HeadGear(C)'
'4451','ihorv50','Protectoion_Intense_Fleets_HeadGear(C)'
'4452','ihorw50','Vampire_Intense_Fleets_HeadGear(C)'
'4453','ihorx50','Guardian_Intense_Fleets_HeadGear(C)'
'4454','ihory50','Sharp_Intense_Fleets_HeadGear(C)'
'4455','ihorz50','Endurance_Intense_Fleets_HeadGear(C)'
'4456','ihofq50','Advanced_Strength_Intense_Noble_Hora_Amice(C)'
'4457','ihofr50','Fine_Intense_Noble_Hora_Amice(C)'
'4458','ihofs50','Strong_Intense_Noble_Hora_Amice(C)'
'4459','ihoft50','Solid_Intense_Noble_Hora_Amice(C)'
'4460','ihofu50','Strength_Intense_Noble_Hora_Amice(C)'
'4461','ihofv50','Protectoion_Intense_Noble_Hora_Amice(C)'
'4462','ihofw50','Vampire_Intense_Noble_Hora_Amice(C)'
'4463','ihofx50','Guardian_Intense_Noble_Hora_Amice(C)'
'4464','ihofy50','Sharp_Intense_Noble_Hora_Amice(C)'
'4465','ihofz50','Endurance_Intense_Noble_Hora_Amice(C)'
'4466','ihowq47','Advanced_Strength_Intense_Berserker_FullHelm(C)'
'4467','ihowr47','Fine_Intense_Berserker_FullHelm(C)'
'4468','ihows47','Strong_Intense_Berserker_FullHelm(C)'
'4469','ihowt47','Solid_Intense_Berserker_FullHelm(C)'
'4470','ihowu47','Strength_Intense_Berserker_FullHelm(C)'
'4471','ihowv47','Protectoion_Intense_Berserker_FullHelm(C)'
'4472','ihoww47','Vampire_Intense_Berserker_FullHelm(C)'
'4473','ihowx47','Guardian_Intense_Berserker_FullHelm(C)'
'4474','ihowy47','Sharp_Intense_Berserker_FullHelm(C)'
'4475','ihowz47','Endurance_Intense_Berserker_FullHelm(C)'
'4476','ihorq47','Advanced_Strength_Intense_Small_Hora_HeadGear(C)'
'4477','ihorr47','Fine_Intense_Small_Hora_HeadGear(C)'
'4478','ihors47','Strong_Intense_Small_Hora_HeadGear(C)'
'4479','ihort47','Solid_Intense_Small_Hora_HeadGear(C)'
'4480','ihoru47','Strength_Intense_Small_Hora_HeadGear(C)'
'4481','ihorv47','Protectoion_Intense_Small_Hora_HeadGear(C)'
'4482','ihorw47','Vampire_Intense_Small_Hora_HeadGear(C)'
'4483','ihorx47','Guardian_Intense_Small_Hora_HeadGear(C)'
'4484','ihory47','Sharp_Intense_Small_Hora_HeadGear(C)'
'4485','ihorz47','Endurance_Intense_Small_Hora_HeadGear(C)'
'4486','ihofq47','Advanced_Strength_Intense_Noble__Amice(C)'
'4487','ihofr47','Fine_Intense_Noble__Amice(C)'
'4488','ihofs47','Strong_Intense_Noble__Amice(C)'
'4489','ihoft47','Solid_Intense_Noble__Amice(C)'
'4490','ihofu47','Strength_Intense_Noble__Amice(C)'
'4491','ihofv47','Protectoion_Intense_Noble__Amice(C)'
'4492','ihofw47','Vampire_Intense_Noble__Amice(C)'
'4493','ihofx47','Guardian_Intense_Noble__Amice(C)'
'4494','ihofy47','Sharp_Intense_Noble__Amice(C)'
'4495','ihofz47','Endurance_Intense_Noble__Amice(C)'
'4496','ihowq45','Advanced_Strength_Intense_Magnetic_FullHelm(C)'
'4497','ihowr45','Fine_Intense_Magnetic_FullHelm(C)'
'4498','ihows45','Strong_Intense_Magnetic_FullHelm(C)'
'4499','ihowt45','Solid_Intense_Magnetic_FullHelm(C)'
'4500','ihowu45','Strength_Intense_Magnetic_FullHelm(C)'
'4501','ihowv45','Protectoion_Intense_Magnetic_FullHelm(C)'
'4502','ihoww45','Vampire_Intense_Magnetic_FullHelm(C)'
'4503','ihowx45','Guardian_Intense_Magnetic_FullHelm(C)'
'4504','ihowy45','Sharp_Intense_Magnetic_FullHelm(C)'
'4505','ihowz45','Endurance_Intense_Magnetic_FullHelm(C)'
'4506','ihorq45','Advanced_Strength_Intense_Dragon_Feather_HeadGear(C)'
'4507','ihorr45','Fine_Intense_Dragon_Feather_HeadGear(C)'
'4508','ihors45','Strong_Intense_Dragon_Feather_HeadGear(C)'
'4509','ihort45','Solid_Intense_Dragon_Feather_HeadGear(C)'
'4510','ihoru45','Strength_Intense_Dragon_Feather_HeadGear(C)'
'4511','ihorv45','Protectoion_Intense_Dragon_Feather_HeadGear(C)'
'4512','ihorw45','Vampire_Intense_Dragon_Feather_HeadGear(C)'
'4513','ihorx45','Guardian_Intense_Dragon_Feather_HeadGear(C)'
'4514','ihory45','Sharp_Intense_Dragon_Feather_HeadGear(C)'
'4515','ihorz45','Endurance_Intense_Dragon_Feather_HeadGear(C)'
'4516','ihofq45','Advanced_Strength_Intense_Baal_Amice(C)'
'4517','ihofr45','Fine_Intense_Baal_Amice(C)'
'4518','ihofs45','Strong_Intense_Baal_Amice(C)'
'4519','ihoft45','Solid_Intense_Baal_Amice(C)'
'4520','ihofu45','Strength_Intense_Baal_Amice(C)'
'4521','ihofv45','Protectoion_Intense_Baal_Amice(C)'
'4522','ihofw45','Vampire_Intense_Baal_Amice(C)'
'4523','ihofx45','Guardian_Intense_Baal_Amice(C)'
'4524','ihofy45','Sharp_Intense_Baal_Amice(C)'
'4525','ihofz45','Endurance_Intense_Baal_Amice(C)'
'4526','ihowq43','Advanced_Strength_Intense_Chip_Magnetic_FullHelm(C)'
'4527','ihowr43','Fine_Intense_Chip_Magnetic_FullHelm(C)'
'4528','ihows43','Strong_Intense_Chip_Magnetic_FullHelm(C)'
'4529','ihowt43','Solid_Intense_Chip_Magnetic_FullHelm(C)'
'4530','ihowu43','Strength_Intense_Chip_Magnetic_FullHelm(C)'
'4531','ihowv43','Protectoion_Intense_Chip_Magnetic_FullHelm(C)'
'4532','ihoww43','Vampire_Intense_Chip_Magnetic_FullHelm(C)'
'4533','ihowx43','Guardian_Intense_Chip_Magnetic_FullHelm(C)'
'4534','ihowy43','Sharp_Intense_Chip_Magnetic_FullHelm(C)'
'4535','ihowz43','Endurance_Intense_Chip_Magnetic_FullHelm(C)'
'4536','ihorq43','Advanced_Strength_Intense_Feather_HeadGear(C)'
'4537','ihorr43','Fine_Intense_Feather_HeadGear(C)'
'4538','ihors43','Strong_Intense_Feather_HeadGear(C)'
'4539','ihort43','Solid_Intense_Feather_HeadGear(C)'
'4540','ihoru43','Strength_Intense_Feather_HeadGear(C)'
'4541','ihorv43','Protectoion_Intense_Feather_HeadGear(C)'
'4542','ihorw43','Vampire_Intense_Feather_HeadGear(C)'
'4543','ihorx43','Guardian_Intense_Feather_HeadGear(C)'
'4544','ihory43','Sharp_Intense_Feather_HeadGear(C)'
'4545','ihorz43','Endurance_Intense_Feather_HeadGear(C)'
'4546','ihofq43','Advanced_Strength_Intense_Simple_Baal_Amice(C)'
'4547','ihofr43','Fine_Intense_Simple_Baal_Amice(C)'
'4548','ihofs43','Strong_Intense_Simple_Baal_Amice(C)'
'4549','ihoft43','Solid_Intense_Simple_Baal_Amice(C)'
'4550','ihofu43','Strength_Intense_Simple_Baal_Amice(C)'
'4551','ihofv43','Protectoion_Intense_Simple_Baal_Amice(C)'
'4552','ihofw43','Vampire_Intense_Simple_Baal_Amice(C)'
'4553','ihofx43','Guardian_Intense_Simple_Baal_Amice(C)'
'4554','ihofy43','Sharp_Intense_Simple_Baal_Amice(C)'
'4555','ihofz43','Endurance_Intense_Simple_Baal_Amice(C)'
'4556','ihowq41','Advanced_Strength_Intense_Double_Core_FullHelm(C)'
'4557','ihowr41','Fine_Intense_Double_Core_FullHelm(C)'
'4558','ihows41','Strong_Intense_Double_Core_FullHelm(C)'
'4559','ihowt41','Solid_Intense_Double_Core_FullHelm(C)'
'4560','ihowu41','Strength_Intense_Double_Core_FullHelm(C)'
'4561','ihowv41','Protectoion_Intense_Double_Core_FullHelm(C)'
'4562','ihoww41','Vampire_Intense_Double_Core_FullHelm(C)'
