'0','iwkna01','Dagger(A)'
'6711','iwtmg35','Strength_Intense_Blue_Wand(32)'
'6712','iwtmh35','Advanced_Strength_Intense_Blue_Wand(32)'
'6713','iwtmi35','Vampire_Intense_Blue_Wand(32)'
'6714','iwtmj35','Guardian_Intense_Blue_Wand(32)'
'6715','iwtmk35','Sharp_Intense_Blue_Wand(32)'
'6716','iwtml35','Grand_Intense_Blue_Wand(32)'
'6717','iwtma40','wind_Intense_Black_Stick_Bead(37)'
'6718','iwtmb40','Endurance_Intense_Black_Stick_Bead(37)'
'6719','iwtmc40','Pain_Intense_Black_Stick_Bead(37)'
'6720','iwtmd40','Smart_Intense_Black_Stick_Bead(37)'
'6721','iwtme40','Strong_Intense_Black_Stick_Bead(37)'
'6722','iwtmf40','Solid_Intense_Black_Stick_Bead(37)'
'6723','iwtmg40','Strength_Intense_Black_Stick_Bead(37)'
'6724','iwtmh40','Advanced_Strength_Intense_Black_Stick_Bead(37)'
'6725','iwtmi40','Vampire_Intense_Black_Stick_Bead(37)'
'6726','iwtmj40','Guardian_Intense_Black_Stick_Bead(37)'
'6727','iwtmk40','Sharp_Intense_Black_Stick_Bead(37)'
'6728','iwtml40','Grand_Intense_Black_Stick_Bead(37)'
'6729','iwtma45','wind_Intense_Cycle_Staff(42)'
'6730','iwtmb45','Endurance_Intense_Cycle_Staff(42)'
'6731','iwtmc45','Pain_Intense_Cycle_Staff(42)'
'6732','iwtmd45','Smart_Intense_Cycle_Staff(42)'
'6733','iwtme45','Strong_Intense_Cycle_Staff(42)'
'6734','iwtmf45','Solid_Intense_Cycle_Staff(42)'
'6735','iwtmg45','Strength_Intense_Cycle_Staff(42)'
'6736','iwtmh45','Advanced_Strength_Intense_Cycle_Staff(42)'
'6737','iwtmi45','Vampire_Intense_Cycle_Staff(42)'
'6738','iwtmj45','Guardian_Intense_Cycle_Staff(42)'
'6739','iwtmk45','Sharp_Intense_Cycle_Staff(42)'
'6740','iwtml45','Grand_Intense_Cycle_Staff(42)'
'6741','iwtma50','wind_Intense_Hora_Staff(47)'
'6742','iwtmb50','Endurance_Intense_Hora_Staff(47)'
'6743','iwtmc50','Pain_Intense_Hora_Staff(47)'
'6744','iwtmd50','Smart_Intense_Hora_Staff(47)'
'6745','iwtme50','Strong_Intense_Hora_Staff(47)'
'6746','iwtmf50','Solid_Intense_Hora_Staff(47)'
'6747','iwtmg50','Strength_Intense_Hora_Staff(47)'
'6748','iwtmh50','Advanced_Strength_Intense_Hora_Staff(47)'
'6749','iwtmi50','Vampire_Intense_Hora_Staff(47)'
'6750','iwtmj50','Guardian_Intense_Hora_Staff(47)'
'6751','iwtmk50','Sharp_Intense_Hora_Staff(47)'
'6752','iwtml50','Grand_Intense_Hora_Staff(47)'
'6753','iwfma30','wind_Intense_Lightning_Gun(27)'
'6754','iwfmb30','Endurance_Intense_Lightning_Gun(27)'
'6755','iwfmc30','Pain_Intense_Lightning_Gun(27)'
'6756','iwfmd30','Smart_Intense_Lightning_Gun(27)'
'6757','iwfme30','Strong_Intense_Lightning_Gun(27)'
'6758','iwfmf30','Solid_Intense_Lightning_Gun(27)'
'6759','iwfmg30','Strength_Intense_Lightning_Gun(27)'
'6760','iwfmh30','Advanced_Strength_Intense_Lightning_Gun(27)'
'6761','iwfmi30','Vampire_Intense_Lightning_Gun(27)'
'6762','iwfmj30','Guardian_Intense_Lightning_Gun(27)'
'6763','iwfmk30','Sharp_Intense_Lightning_Gun(27)'
'6764','iwfml30','Grand_Intense_Lightning_Gun(27)'
'6765','iwfma35','wind_Intense_Gatling_Gun(32)'
'6766','iwfmb35','Endurance_Intense_Gatling_Gun(32)'
'6767','iwfmc35','Pain_Intense_Gatling_Gun(32)'
'6768','iwfmd35','Smart_Intense_Gatling_Gun(32)'
'6769','iwfme35','Strong_Intense_Gatling_Gun(32)'
'6770','iwfmf35','Solid_Intense_Gatling_Gun(32)'
'6771','iwfmg35','Strength_Intense_Gatling_Gun(32)'
'6772','iwfmh35','Advanced_Strength_Intense_Gatling_Gun(32)'
'6773','iwfmi35','Vampire_Intense_Gatling_Gun(32)'
'6774','iwfmj35','Guardian_Intense_Gatling_Gun(32)'
'6775','iwfmk35','Sharp_Intense_Gatling_Gun(32)'
'6776','iwfml35','Grand_Intense_Gatling_Gun(32)'
'6777','iwfma40','wind_Intense_Bolt_Rifle(37)'
'6778','iwfmb40','Endurance_Intense_Bolt_Rifle(37)'
'6779','iwfmc40','Pain_Intense_Bolt_Rifle(37)'
'6780','iwfmd40','Smart_Intense_Bolt_Rifle(37)'
'6781','iwfme40','Strong_Intense_Bolt_Rifle(37)'
'6782','iwfmf40','Solid_Intense_Bolt_Rifle(37)'
'6783','iwfmg40','Strength_Intense_Bolt_Rifle(37)'
'6784','iwfmh40','Advanced_Strength_Intense_Bolt_Rifle(37)'
'6785','iwfmi40','Vampire_Intense_Bolt_Rifle(37)'
'6786','iwfmj40','Guardian_Intense_Bolt_Rifle(37)'
'6787','iwfmk40','Sharp_Intense_Bolt_Rifle(37)'
'6788','iwfml40','Grand_Intense_Bolt_Rifle(37)'
'6789','iwfma45','wind_Intense_Vulcan(42)'
'6790','iwfmb45','Endurance_Intense_Vulcan(42)'
'6791','iwfmc45','Pain_Intense_Vulcan(42)'
'6792','iwfmd45','Smart_Intense_Vulcan(42)'
'6793','iwfme45','Strong_Intense_Vulcan(42)'
'6794','iwfmf45','Solid_Intense_Vulcan(42)'
'6795','iwfmg45','Strength_Intense_Vulcan(42)'
'6796','iwfmh45','Advanced_Strength_Intense_Vulcan(42)'
'6797','iwfmi45','Vampire_Intense_Vulcan(42)'
'6798','iwfmj45','Guardian_Intense_Vulcan(42)'
'6799','iwfmk45','Sharp_Intense_Vulcan(42)'
'6800','iwfml45','Grand_Intense_Vulcan(42)'
'6801','iwfma50','wind_Intense_Hora_Vulcan(47)'
'6802','iwfmb50','Endurance_Intense_Hora_Vulcan(47)'
'6803','iwfmc50','Pain_Intense_Hora_Vulcan(47)'
'6804','iwfmd50','Smart_Intense_Hora_Vulcan(47)'
'6805','iwfme50','Strong_Intense_Hora_Vulcan(47)'
'6806','iwfmf50','Solid_Intense_Hora_Vulcan(47)'
'6807','iwfmg50','Strength_Intense_Hora_Vulcan(47)'
'6808','iwfmh50','Advanced_Strength_Intense_Hora_Vulcan(47)'
'6809','iwfmi50','Vampire_Intense_Hora_Vulcan(47)'
'6810','iwfmj50','Guardian_Intense_Hora_Vulcan(47)'
'6811','iwfmk50','Sharp_Intense_Hora_Vulcan(47)'
'6812','iwfml50','Grand_Intense_Hora_Vulcan(47)'
'6813','iwbma30','wind_Intense_Seize_Bow(27)'
'6814','iwbmb30','Endurance_Intense_Seize_Bow(27)'
'6815','iwbmc30','Pain_Intense_Seize_Bow(27)'
'6816','iwbmd30','Smart_Intense_Seize_Bow(27)'
'6817','iwbme30','Strong_Intense_Seize_Bow(27)'
'6818','iwbmf30','Solid_Intense_Seize_Bow(27)'
'6819','iwbmg30','Strength_Intense_Seize_Bow(27)'
'6820','iwbmh30','Advanced_Strength_Intense_Seize_Bow(27)'
'6821','iwbmi30','Vampire_Intense_Seize_Bow(27)'
'6822','iwbmj30','Guardian_Intense_Seize_Bow(27)'
'6823','iwbmk30','Sharp_Intense_Seize_Bow(27)'
'6824','iwbml30','Grand_Intense_Seize_Bow(27)'
'6825','iwbma35','wind_Intense_Gun_Bow(32)'
'6826','iwbmb35','Endurance_Intense_Gun_Bow(32)'
'6827','iwbmc35','Pain_Intense_Gun_Bow(32)'
'6828','iwbmd35','Smart_Intense_Gun_Bow(32)'
'6829','iwbme35','Strong_Intense_Gun_Bow(32)'
'6830','iwbmf35','Solid_Intense_Gun_Bow(32)'
'6831','iwbmg35','Strength_Intense_Gun_Bow(32)'
'6832','iwbmh35','Advanced_Strength_Intense_Gun_Bow(32)'
'6833','iwbmi35','Vampire_Intense_Gun_Bow(32)'
'6834','iwbmj35','Guardian_Intense_Gun_Bow(32)'
'6835','iwbmk35','Sharp_Intense_Gun_Bow(32)'
'6836','iwbml35','Grand_Intense_Gun_Bow(32)'
'6837','iwbma40','wind_Intense_Beem_Seize_Bow(37)'
'6838','iwbmb40','Endurance_Intense_Beem_Seize_Bow(37)'
'6839','iwbmc40','Pain_Intense_Beem_Seize_Bow(37)'
'6840','iwbmd40','Smart_Intense_Beem_Seize_Bow(37)'
'6841','iwbme40','Strong_Intense_Beem_Seize_Bow(37)'
'6842','iwbmf40','Solid_Intense_Beem_Seize_Bow(37)'
'6843','iwbmg40','Strength_Intense_Beem_Seize_Bow(37)'
'6844','iwbmh40','Advanced_Strength_Intense_Beem_Seize_Bow(37)'
'6845','iwbmi40','Vampire_Intense_Beem_Seize_Bow(37)'
'6846','iwbmj40','Guardian_Intense_Beem_Seize_Bow(37)'
'6847','iwbmk40','Sharp_Intense_Beem_Seize_Bow(37)'
'6848','iwbml40','Grand_Intense_Beem_Seize_Bow(37)'
'6849','iwbma45','wind_Intense_Beem_Gun_Bow(42)'
'6850','iwbmb45','Endurance_Intense_Beem_Gun_Bow(42)'
'6851','iwbmc45','Pain_Intense_Beem_Gun_Bow(42)'
'6852','iwbmd45','Smart_Intense_Beem_Gun_Bow(42)'
'6853','iwbme45','Strong_Intense_Beem_Gun_Bow(42)'
'6854','iwbmf45','Solid_Intense_Beem_Gun_Bow(42)'
'6855','iwbmg45','Strength_Intense_Beem_Gun_Bow(42)'
'6856','iwbmh45','Advanced_Strength_Intense_Beem_Gun_Bow(42)'
'6857','iwbmi45','Vampire_Intense_Beem_Gun_Bow(42)'
'6858','iwbmj45','Guardian_Intense_Beem_Gun_Bow(42)'
'6859','iwbmk45','Sharp_Intense_Beem_Gun_Bow(42)'
'6860','iwbml45','Grand_Intense_Beem_Gun_Bow(42)'
'6861','iwbma50','wind_Intense_Hora_Bow(47)'
'6862','iwbmb50','Endurance_Intense_Hora_Bow(47)'
'6863','iwbmc50','Pain_Intense_Hora_Bow(47)'
'6864','iwbmd50','Smart_Intense_Hora_Bow(47)'
'6865','iwbme50','Strong_Intense_Hora_Bow(47)'
'6866','iwbmf50','Solid_Intense_Hora_Bow(47)'
'6867','iwbmg50','Strength_Intense_Hora_Bow(47)'
'6868','iwbmh50','Advanced_Strength_Intense_Hora_Bow(47)'
'6869','iwbmi50','Vampire_Intense_Hora_Bow(47)'
'6870','iwbmj50','Guardian_Intense_Hora_Bow(47)'
'6871','iwbmk50','Sharp_Intense_Hora_Bow(47)'
'6872','iwbml50','Grand_Intense_Hora_Bow(47)'
'6873','iwuma30','wind_Intense_Cannon(27)'
'6874','iwumb30','Endurance_Intense_Cannon(27)'
'6875','iwumc30','Pain_Intense_Cannon(27)'
'6876','iwumd30','Smart_Intense_Cannon(27)'
'6877','iwume30','Strong_Intense_Cannon(27)'
'6878','iwumf30','Solid_Intense_Cannon(27)'
'6879','iwumg30','Strength_Intense_Cannon(27)'
'6880','iwumh30','Advanced_Strength_Intense_Cannon(27)'
'6881','iwumi30','Vampire_Intense_Cannon(27)'
'6882','iwumj30','Guardian_Intense_Cannon(27)'
'6883','iwumk30','Sharp_Intense_Cannon(27)'
'6884','iwuml30','Grand_Intense_Cannon(27)'
'6885','iwuma35','wind_Intense_Bazooka(32)'
'6886','iwumb35','Endurance_Intense_Bazooka(32)'
'6887','iwumc35','Pain_Intense_Bazooka(32)'
'6888','iwumd35','Smart_Intense_Bazooka(32)'
'6889','iwume35','Strong_Intense_Bazooka(32)'
'6890','iwumf35','Solid_Intense_Bazooka(32)'
'6891','iwumg35','Strength_Intense_Bazooka(32)'
'6892','iwumh35','Advanced_Strength_Intense_Bazooka(32)'
'6893','iwumi35','Vampire_Intense_Bazooka(32)'
'6894','iwumj35','Guardian_Intense_Bazooka(32)'
'6895','iwumk35','Sharp_Intense_Bazooka(32)'
'6896','iwuml35','Grand_Intense_Bazooka(32)'
'6897','iwuma40','wind_Intense_Launcher40(37)'
'6898','iwumb40','Endurance_Intense_Launcher40(37)'
'6899','iwumc40','Pain_Intense_Launcher40(37)'
'6900','iwumd40','Smart_Intense_Launcher40(37)'
'6901','iwume40','Strong_Intense_Launcher40(37)'
'6902','iwumf40','Solid_Intense_Launcher40(37)'
'6903','iwumg40','Strength_Intense_Launcher40(37)'
'6904','iwumh40','Advanced_Strength_Intense_Launcher40(37)'
'6905','iwumi40','Vampire_Intense_Launcher40(37)'
'6906','iwumj40','Guardian_Intense_Launcher40(37)'
'6907','iwumk40','Sharp_Intense_Launcher40(37)'
'6908','iwuml40','Grand_Intense_Launcher40(37)'
'6909','iwuma45','wind_Intense_Missile_Launcher(42)'
'6910','iwumb45','Endurance_Intense_Missile_Launcher(42)'
'6911','iwumc45','Pain_Intense_Missile_Launcher(42)'
'6912','iwumd45','Smart_Intense_Missile_Launcher(42)'
'6913','iwume45','Strong_Intense_Missile_Launcher(42)'
'6914','iwumf45','Solid_Intense_Missile_Launcher(42)'
'6915','iwumg45','Strength_Intense_Missile_Launcher(42)'
'6916','iwumh45','Advanced_Strength_Intense_Missile_Launcher(42)'
'6917','iwumi45','Vampire_Intense_Missile_Launcher(42)'
'6918','iwumj45','Guardian_Intense_Missile_Launcher(42)'
'6919','iwumk45','Sharp_Intense_Missile_Launcher(42)'
'6920','iwuml45','Grand_Intense_Missile_Launcher(42)'
'6921','iwuma50','wind_Intense_Launcher50(47)'
'6922','iwumb50','Endurance_Intense_Launcher50(47)'
'6923','iwumc50','Pain_Intense_Launcher50(47)'
'6924','iwumd50','Smart_Intense_Launcher50(47)'
'6925','iwume50','Strong_Intense_Launcher50(47)'
'6926','iwumf50','Solid_Intense_Launcher50(47)'
'6927','iwumg50','Strength_Intense_Launcher50(47)'
'6928','iwumh50','Advanced_Strength_Intense_Launcher50(47)'
'6929','iwumi50','Vampire_Intense_Launcher50(47)'
'6930','iwumj50','Guardian_Intense_Launcher50(47)'
'6931','iwumk50','Sharp_Intense_Launcher50(47)'
'6932','iwuml50','Grand_Intense_Launcher50(47)'
'6933','iwama30','wind_Intense_Faust30(27)'
'6934','iwamb30','Endurance_Intense_Faust30(27)'
'6935','iwamc30','Pain_Intense_Faust30(27)'
'6936','iwamd30','Smart_Intense_Faust30(27)'
'6937','iwame30','Strong_Intense_Faust30(27)'
'6938','iwamf30','Solid_Intense_Faust30(27)'
'6939','iwamg30','Strength_Intense_Faust30(27)'
'6940','iwamh30','Advanced_Strength_Intense_Faust30(27)'
'6941','iwami30','Vampire_Intense_Faust30(27)'
'6942','iwamj30','Guardian_Intense_Faust30(27)'
'6943','iwamk30','Sharp_Intense_Faust30(27)'
'6944','iwaml30','Grand_Intense_Faust30(27)'
'6945','iwama35','wind_Intense_Faust35(32)'
'6946','iwamb35','Endurance_Intense_Faust35(32)'
'6947','iwamc35','Pain_Intense_Faust35(32)'
'6948','iwamd35','Smart_Intense_Faust35(32)'
'6949','iwame35','Strong_Intense_Faust35(32)'
'6950','iwamf35','Solid_Intense_Faust35(32)'
'6951','iwamg35','Strength_Intense_Faust35(32)'
'6952','iwamh35','Advanced_Strength_Intense_Faust35(32)'
'6953','iwami35','Vampire_Intense_Faust35(32)'
'6954','iwamj35','Guardian_Intense_Faust35(32)'
'6955','iwamk35','Sharp_Intense_Faust35(32)'
'6956','iwaml35','Grand_Intense_Faust35(32)'
'6957','iwama40','wind_Intense_Faust40(37)'
'6958','iwamb40','Endurance_Intense_Faust40(37)'
'6959','iwamc40','Pain_Intense_Faust40(37)'
'6960','iwamd40','Smart_Intense_Faust40(37)'
'6961','iwame40','Strong_Intense_Faust40(37)'
'6962','iwamf40','Solid_Intense_Faust40(37)'
'6963','iwamg40','Strength_Intense_Faust40(37)'
'6964','iwamh40','Advanced_Strength_Intense_Faust40(37)'
'6965','iwami40','Vampire_Intense_Faust40(37)'
'6966','iwamj40','Guardian_Intense_Faust40(37)'
'6967','iwamk40','Sharp_Intense_Faust40(37)'
'6968','iwaml40','Grand_Intense_Faust40(37)'
'6969','iwama45','wind_Intense_Faust45(42)'
'6970','iwamb45','Endurance_Intense_Faust45(42)'
'6971','iwamc45','Pain_Intense_Faust45(42)'
'6972','iwamd45','Smart_Intense_Faust45(42)'
'6973','iwame45','Strong_Intense_Faust45(42)'
'6974','iwamf45','Solid_Intense_Faust45(42)'
'6975','iwamg45','Strength_Intense_Faust45(42)'
'6976','iwamh45','Advanced_Strength_Intense_Faust45(42)'
'6977','iwami45','Vampire_Intense_Faust45(42)'
'6978','iwamj45','Guardian_Intense_Faust45(42)'
'6979','iwamk45','Sharp_Intense_Faust45(42)'
'6980','iwaml45','Grand_Intense_Faust45(42)'
'6981','iwama50','wind_Intense_Hora_Paust(47)'
'6982','iwamb50','Endurance_Intense_Hora_Paust(47)'
'6983','iwamc50','Pain_Intense_Hora_Paust(47)'
'6984','iwamd50','Smart_Intense_Hora_Paust(47)'
'6985','iwame50','Strong_Intense_Hora_Paust(47)'
'6986','iwamf50','Solid_Intense_Hora_Paust(47)'
'6987','iwamg50','Strength_Intense_Hora_Paust(47)'
'6988','iwamh50','Advanced_Strength_Intense_Hora_Paust(47)'
'6989','iwami50','Vampire_Intense_Hora_Paust(47)'
'6990','iwamj50','Guardian_Intense_Hora_Paust(47)'
'6991','iwamk50','Sharp_Intense_Hora_Paust(47)'
'6992','iwaml50','Grand_Intense_Hora_Paust(47)'
'6993','iwlma30','wind_Intense_Flamthrower30(27)'
'6994','iwlmb30','Endurance_Intense_Flamthrower30(27)'
'6995','iwlmc30','Pain_Intense_Flamthrower30(27)'
'6996','iwlmd30','Smart_Intense_Flamthrower30(27)'
'6997','iwlme30','Strong_Intense_Flamthrower30(27)'
'6998','iwlmf30','Solid_Intense_Flamthrower30(27)'
'6999','iwlmg30','Strength_Intense_Flamthrower30(27)'
'7000','iwlmh30','Advanced_Strength_Intense_Flamthrower30(27)'
'7001','iwlmi30','Vampire_Intense_Flamthrower30(27)'
'7002','iwlmj30','Guardian_Intense_Flamthrower30(27)'
'7003','iwlmk30','Sharp_Intense_Flamthrower30(27)'
'7004','iwlml30','Grand_Intense_Flamthrower30(27)'
'7005','iwlma35','wind_Intense_Flamthrower35(32)'
'7006','iwlmb35','Endurance_Intense_Flamthrower35(32)'
'7007','iwlmc35','Pain_Intense_Flamthrower35(32)'
'7008','iwlmd35','Smart_Intense_Flamthrower35(32)'
'7009','iwlme35','Strong_Intense_Flamthrower35(32)'
'7010','iwlmf35','Solid_Intense_Flamthrower35(32)'
'7011','iwlmg35','Strength_Intense_Flamthrower35(32)'
'7012','iwlmh35','Advanced_Strength_Intense_Flamthrower35(32)'
'7013','iwlmi35','Vampire_Intense_Flamthrower35(32)'
'7014','iwlmj35','Guardian_Intense_Flamthrower35(32)'
'7015','iwlmk35','Sharp_Intense_Flamthrower35(32)'
'7016','iwlml35','Grand_Intense_Flamthrower35(32)'
'7017','iwlma40','wind_Intense_Flamethrower(37)'
'7018','iwlmb40','Endurance_Intense_Flamethrower(37)'
'7019','iwlmc40','Pain_Intense_Flamethrower(37)'
'7020','iwlmd40','Smart_Intense_Flamethrower(37)'
'7021','iwlme40','Strong_Intense_Flamethrower(37)'
'7022','iwlmf40','Solid_Intense_Flamethrower(37)'
'7023','iwlmg40','Strength_Intense_Flamethrower(37)'
'7024','iwlmh40','Advanced_Strength_Intense_Flamethrower(37)'
'7025','iwlmi40','Vampire_Intense_Flamethrower(37)'
'7026','iwlmj40','Guardian_Intense_Flamethrower(37)'
'7027','iwlmk40','Sharp_Intense_Flamethrower(37)'
'7028','iwlml40','Grand_Intense_Flamethrower(37)'
'7029','iwlma45','wind_Intense_Flamthrower45(42)'
'7030','iwlmb45','Endurance_Intense_Flamthrower45(42)'
'7031','iwlmc45','Pain_Intense_Flamthrower45(42)'
'7032','iwlmd45','Smart_Intense_Flamthrower45(42)'
'7033','iwlme45','Strong_Intense_Flamthrower45(42)'
'7034','iwlmf45','Solid_Intense_Flamthrower45(42)'
'7035','iwlmg45','Strength_Intense_Flamthrower45(42)'
'7036','iwlmh45','Advanced_Strength_Intense_Flamthrower45(42)'
'7037','iwlmi45','Vampire_Intense_Flamthrower45(42)'
'7038','iwlmj45','Guardian_Intense_Flamthrower45(42)'
'7039','iwlmk45','Sharp_Intense_Flamthrower45(42)'
'7040','iwlml45','Grand_Intense_Flamthrower45(42)'
'7041','iwlma50','wind_Intense_Flamthrower50(47)'
'7042','iwlmb50','Endurance_Intense_Flamthrower50(47)'
'7043','iwlmc50','Pain_Intense_Flamthrower50(47)'
'7044','iwlmd50','Smart_Intense_Flamthrower50(47)'
'7045','iwlme50','Strong_Intense_Flamthrower50(47)'
'7046','iwlmf50','Solid_Intense_Flamthrower50(47)'
'7047','iwlmg50','Strength_Intense_Flamthrower50(47)'
'7048','iwlmh50','Advanced_Strength_Intense_Flamthrower50(47)'
'7049','iwlmi50','Vampire_Intense_Flamthrower50(47)'
'7050','iwlmj50','Guardian_Intense_Flamthrower50(47)'
'7051','iwlmk50','Sharp_Intense_Flamthrower50(47)'
'7052','iwlml50','Grand_Intense_Flamthrower50(47)'
'7053','iwkqa30','wind_Intense_Beem_Saver(26)'
'7054','iwkqb30','Endurance_Intense_Beem_Saver(26)'
'7055','iwkqc30','Pain_Intense_Beem_Saver(26)'
'7056','iwkqd30','Smart_Intense_Beem_Saver(26)'
'7057','iwkqe30','Strong_Intense_Beem_Saver(26)'
'7058','iwkqf30','Solid_Intense_Beem_Saver(26)'
'7059','iwkqg30','Strength_Intense_Beem_Saver(26)'
'7060','iwkqh30','Advanced_Strength_Intense_Beem_Saver(26)'
'7061','iwkqi30','Vampire_Intense_Beem_Saver(26)'
'7062','iwkqj30','Guardian_Intense_Beem_Saver(26)'
'7063','iwkqk30','Sharp_Intense_Beem_Saver(26)'
'7064','iwkql30','Grand_Intense_Beem_Saver(26)'
'7065','iwkqa35','wind_Intense_Bon_Knife(31)'
'7066','iwkqb35','Endurance_Intense_Bon_Knife(31)'
'7067','iwkqc35','Pain_Intense_Bon_Knife(31)'
'7068','iwkqd35','Smart_Intense_Bon_Knife(31)'
'7069','iwkqe35','Strong_Intense_Bon_Knife(31)'
'7070','iwkqf35','Solid_Intense_Bon_Knife(31)'
'7071','iwkqg35','Strength_Intense_Bon_Knife(31)'
'7072','iwkqh35','Advanced_Strength_Intense_Bon_Knife(31)'
'7073','iwkqi35','Vampire_Intense_Bon_Knife(31)'
'7074','iwkqj35','Guardian_Intense_Bon_Knife(31)'
'7075','iwkqk35','Sharp_Intense_Bon_Knife(31)'
'7076','iwkql35','Grand_Intense_Bon_Knife(31)'
'7077','iwkqa40','wind_Intense_Gun_Blade(36)'
'7078','iwkqb40','Endurance_Intense_Gun_Blade(36)'
'7079','iwkqc40','Pain_Intense_Gun_Blade(36)'
'7080','iwkqd40','Smart_Intense_Gun_Blade(36)'
'7081','iwkqe40','Strong_Intense_Gun_Blade(36)'
'7082','iwkqf40','Solid_Intense_Gun_Blade(36)'
'7083','iwkqg40','Strength_Intense_Gun_Blade(36)'
'7084','iwkqh40','Advanced_Strength_Intense_Gun_Blade(36)'
'7085','iwkqi40','Vampire_Intense_Gun_Blade(36)'
'7086','iwkqj40','Guardian_Intense_Gun_Blade(36)'
'7087','iwkqk40','Sharp_Intense_Gun_Blade(36)'
'7088','iwkql40','Grand_Intense_Gun_Blade(36)'
'7089','iwkqa45','wind_Intense_Cycle_Knife(41)'
'7090','iwkqb45','Endurance_Intense_Cycle_Knife(41)'
'7091','iwkqc45','Pain_Intense_Cycle_Knife(41)'
'7092','iwkqd45','Smart_Intense_Cycle_Knife(41)'
'7093','iwkqe45','Strong_Intense_Cycle_Knife(41)'
'7094','iwkqf45','Solid_Intense_Cycle_Knife(41)'
'7095','iwkqg45','Strength_Intense_Cycle_Knife(41)'
'7096','iwkqh45','Advanced_Strength_Intense_Cycle_Knife(41)'
'7097','iwkqi45','Vampire_Intense_Cycle_Knife(41)'
'7098','iwkqj45','Guardian_Intense_Cycle_Knife(41)'
'7099','iwkqk45','Sharp_Intense_Cycle_Knife(41)'
'7100','iwkql45','Grand_Intense_Cycle_Knife(41)'
'7101','iwkqa50','wind_Intense_Hora_Knife(46)'
'7102','iwkqb50','Endurance_Intense_Hora_Knife(46)'
'7103','iwkqc50','Pain_Intense_Hora_Knife(46)'
'7104','iwkqd50','Smart_Intense_Hora_Knife(46)'
'7105','iwkqe50','Strong_Intense_Hora_Knife(46)'
'7106','iwkqf50','Solid_Intense_Hora_Knife(46)'
'7107','iwkqg50','Strength_Intense_Hora_Knife(46)'
'7108','iwkqh50','Advanced_Strength_Intense_Hora_Knife(46)'
'7109','iwkqi50','Vampire_Intense_Hora_Knife(46)'
'7110','iwkqj50','Guardian_Intense_Hora_Knife(46)'
'7111','iwkqk50','Sharp_Intense_Hora_Knife(46)'
'7112','iwkql50','Grand_Intense_Hora_Knife(46)'
'7113','iwsqa30','wind_Intense_Beem_Sword(26)'
'7114','iwsqb30','Endurance_Intense_Beem_Sword(26)'
'7115','iwsqc30','Pain_Intense_Beem_Sword(26)'
'7116','iwsqd30','Smart_Intense_Beem_Sword(26)'
'7117','iwsqe30','Strong_Intense_Beem_Sword(26)'
'7118','iwsqf30','Solid_Intense_Beem_Sword(26)'
'7119','iwsqg30','Strength_Intense_Beem_Sword(26)'
'7120','iwsqh30','Advanced_Strength_Intense_Beem_Sword(26)'
'7121','iwsqi30','Vampire_Intense_Beem_Sword(26)'
'7122','iwsqj30','Guardian_Intense_Beem_Sword(26)'
'7123','iwsqk30','Sharp_Intense_Beem_Sword(26)'
'7124','iwsql30','Grand_Intense_Beem_Sword(26)'
'7125','iwsqa35','wind_Intense_Scale_Sword(31)'
'7126','iwsqb35','Endurance_Intense_Scale_Sword(31)'
'7127','iwsqc35','Pain_Intense_Scale_Sword(31)'
'7128','iwsqd35','Smart_Intense_Scale_Sword(31)'
'7129','iwsqe35','Strong_Intense_Scale_Sword(31)'
'7130','iwsqf35','Solid_Intense_Scale_Sword(31)'
'7131','iwsqg35','Strength_Intense_Scale_Sword(31)'
'7132','iwsqh35','Advanced_Strength_Intense_Scale_Sword(31)'
'7133','iwsqi35','Vampire_Intense_Scale_Sword(31)'
'7134','iwsqj35','Guardian_Intense_Scale_Sword(31)'
'7135','iwsqk35','Sharp_Intense_Scale_Sword(31)'
'7136','iwsql35','Grand_Intense_Scale_Sword(31)'
'7137','iwsqa40','wind_Intense_Estuck(36)'
'7138','iwsqb40','Endurance_Intense_Estuck(36)'
'7139','iwsqc40','Pain_Intense_Estuck(36)'
'7140','iwsqd40','Smart_Intense_Estuck(36)'
